姓名,字,日文,简体,拼音,假名,女,異民族,"S01
身體","S01
知力","S01
武力","S01
魅力","S01
運勢","S02
知力","S02
武力","S02
魅力","S03
陸指","S03
水指","S03
武力","S03
知力","S03
政治","S03
魅力","S04
統率","S04
武力","S04
知力","S04
政治","S04
魅力","S05
武力","S05
知力","S05
政治","S05
魅力","S06
統率","S06
武力","S06
知力","S06
政治","S06
魅力","S07
武力","S07
知力","S07
政治","S07
魅力","S08
武力","S08
知力","S08
政治","S08
魅力","S09
統率","S09
武力","S09
知力","S09
政治","S10
統率","S10
武力","S10
知力","S10
政治","S10
魅力","S11
統率","S11
武力","S11
知力","S11
政治","S11
魅力","S12
統率","S12
武力","S12
知力","S12
政治",備註
董璜,,董璜,董璜,Dǒng Huáng,トウコウ,,,,,,,,,,,54,20,57,56,58,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
陶璜,,陶璜,陶璜,Táo Huáng,トウコウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,67,70,74,,,,,,,,,,,,,,,
鄧芝,伯苗,鄧芝,邓芝,Dèng Zhī,トウシ,,,90,85,34,30,38,85,54,93,70,68,52,83,79,95,69,51,84,78,93,56,85,79,91,74,51,80,82,87,52,68,86,90,58,73,84,87,73,46,74,86,75,51,76,86,88,73,52,81,85,88,73,52,81,85,
唐咨,,唐咨,唐咨,Táng Zī,トウシ,,,,,,,,,,,,,,,,,55,62,49,45,52,61,47,42,50,59,56,45,48,42,74,56,54,63,70,55,53,63,70,67,47,51,63,71,50,54,63,61,71,50,52,61,61,71,50,52,
董襲,元代,董襲,董袭,Dǒng Xí,トウシュウ,,,,,,,,42,56,53,65,32,70,40,37,51,64,70,37,36,51,70,38,29,50,53,64,32,40,43,76,61,43,51,76,54,43,62,74,81,47,39,71,80,52,43,58,72,85,50,48,60,72,85,50,48,
滕脩,,滕脩,滕脩,Téng Xiū,トウシュウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,49,72,59,36,24,34,72,35,20,44,72,62,44,32,31,71,62,,,,,
陶濬,,陶濬,陶濬,Táo Jùn,トウシュン,,,,,,,,,,,,,,,,,67,61,50,32,42,62,40,34,44,64,57,50,38,23,62,51,50,53,62,52,51,53,72,64,55,51,64,65,58,52,53,65,66,46,44,55,,,,,
董承,,董承,董承,Dǒng Chéng,トウショウ,,,,,,,,,,,70,70,70,57,43,78,79,72,56,44,80,74,61,54,80,75,66,65,59,77,64,72,60,70,60,69,62,80,50,55,70,69,57,56,68,61,74,56,53,65,63,75,56,53,65,63,
董昭,公仁,董昭,董昭,Dǒng Zhāo,トウショウ,,,,,,,,,,,48,17,52,62,77,59,49,52,63,77,60,49,62,75,59,46,46,62,78,58,31,76,84,68,32,77,87,66,29,21,79,87,21,27,80,89,60,19,25,80,82,59,34,25,80,82,
董卓,仲穎,董卓,董卓,Dǒng Zhuó,トウタク,,,73,58,91,96,61,55,90,44,78,19,89,54,46,42,78,89,55,47,46,95,52,37,69,87,91,54,13,64,83,73,41,53,83,53,23,35,69,83,66,19,81,83,68,22,36,74,87,69,19,37,85,87,73,59,
鄧忠,,鄧忠,邓忠,Dèng Zhōng,トウチュウ,,,,,,,,,,,,,,,,,71,78,53,42,60,77,51,40,57,60,82,55,46,61,67,56,48,49,80,67,51,71,74,86,68,47,70,82,66,51,66,72,85,69,55,71,76,86,69,55,
董朝,,董朝,董朝,Dǒng Zhāo,トウチョウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13,56,71,16,15,51,69,67,17,13,56,71,61,,,,,
董荼那,,董荼那,董荼那,Dǒng Túnà,トウトナ,,南蠻,,,,,,13,60,16,55,26,63,15,10,15,61,71,28,20,22,73,32,20,26,51,71,27,24,21,63,48,45,51,71,38,41,51,68,72,37,44,67,74,33,37,49,68,73,31,37,49,68,73,31,37,二代三代作「董荼奴」。
蹋頓,,蹋頓,蹋顿,Tà Dùn,トウトン,,烏丸,,,,,,,,,,,,,,,57,69,37,34,42,75,36,20,44,59,71,31,24,35,70,61,27,33,77,59,32,46,,,,,84,82,61,36,57,,,,,,84,82,61,36,
董白,,董白,董白,Dǒng Bái,トウハク,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,48,56,74,,,,,SAN11 家機版限定武將。
唐彬,儒宗,唐彬,唐彬,Táng Bīn,トウヒン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,62,53,60,71,70,56,50,70,74,62,52,60,67,74,59,53,58,,,,,
董旻,叔穎,董旻,董旻,Dǒng Mín,トウビン,,,87,44,41,87,71,53,59,51,46,20,61,51,32,46,45,55,49,33,45,54,47,29,43,52,65,49,22,31,54,47,40,26,61,37,36,29,52,60,27,11,51,60,22,6,20,49,60,25,12,23,49,60,25,12,
鄧茂,,鄧茂,邓茂,Dèng Mào,トウモ,,,,,,,,,,,,,,,,,,,,,,76,21,19,42,43,74,19,22,34,,,,,73,22,26,34,68,75,37,19,60,76,31,17,37,61,75,29,17,28,61,75,29,17,
鄧良,,鄧良,邓良,Dèng Liáng,トウリョウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,39,64,,,,,,,,,,,,,,,
鄧龍,,鄧竜,邓龙,Dèng Lóng,トウリョウ,,,,,,,,,,,64,22,67,49,36,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
杜遠,,杜遠,杜远,Dù Yuǎn,トエン,,,,,,,,,,,,,,,,,,,,,,62,19,17,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
杜畿,伯侯,杜畿,杜畿,Dù Jī,トキ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,32,74,87,76,66,32,75,87,
杜瓊,,杜瓊,杜琼,Dù Qióng,トケイ,,,,,,,,,,,,,,,,,21,19,67,51,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
杜氏,,杜氏,杜氏,Dù Shì,トシ,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,52,48,82,,,,,SAN11 家機版限定武將。
杜襲,,杜襲,杜袭,Dù Xí,トシュウ,,,,,,,,61,67,56,57,21,68,65,61,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
杜預,元凱,杜預,杜预,Dù Yù,ドヨ,,,,,,,,,,,,,,,,,84,86,82,71,79,85,85,75,80,88,80,84,81,77,76,79,82,74,71,83,82,81,85,66,84,81,86,30,85,80,81,85,30,85,80,81,84,30,85,80,
南華老仙,,南華老仙,南华老仙,Nánhuá Lǎoxiān,ナンカロウセン,,,,,,,,,,,,,,,,,,,,,,8,98,23,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寗隨,,寗随,寗随,Níng Suí,ネイズイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,71,72,38,69,70,74,37,52,67,69,72,44,52,,,,,
裴元紹,,裴元紹,裴元绍,Péi Yuánshào,ハイゲンショウ,,,,,,,,,,,,,,,,,,,,,,76,37,32,37,45,69,33,37,25,52,28,30,24,67,28,27,42,56,67,26,27,50,67,26,27,40,49,65,25,27,42,49,65,25,27,
裴秀,季彥,裴秀,裴秀,Péi Xiù,ハイシュウ,,,,,,,,,,,,,,,,,41,68,63,67,60,69,65,66,68,,,,,,,,,,31,77,81,66,9,9,72,79,10,11,77,83,53,8,9,70,79,37,,,,,
馬雲騄,,馬雲騄,马云騄,Mǎ Yúnlù,バウンリョク,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,91,59,45,,,,,,78,88,53,46,77,85,77,55,46,SAN12 家機版限定武將。
馬延,,馬延,马延,Mǎ Yán,バエン,,,73,40,43,62,63,41,64,51,61,18,65,43,36,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
馬漢,,馬漢,马汉,Mǎ Hàn,バカン,,,,,,,,,,,55,24,62,41,37,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
馬玩,,馬玩,马玩,Mǎ Wán,バガン,,,89,27,58,45,54,23,52,26,53,41,60,41,20,25,52,60,42,18,25,70,32,19,20,49,64,26,21,18,51,21,31,38,58,21,31,38,63,73,21,32,71,70,19,24,35,71,74,16,23,37,71,74,16,23,
馬休,,馬休,马休,Mǎ Xiū,バキュウ,,,71,51,55,77,23,46,52,50,49,20,54,47,42,52,48,56,48,36,51,67,38,26,56,71,60,32,27,59,61,48,36,52,71,45,49,69,70,71,44,39,69,73,45,51,66,68,73,48,45,68,68,73,48,45,
馬鈞,德衡,馬鈞,马钧,Mǎ Jūn,バキン,,,,,,,,,,,,,,,,,,,,,,,,,,33,38,80,90,43,28,64,48,40,28,64,59,41,6,8,60,72,5,8,64,56,13,2,7,60,70,41,22,17,71,60,
波才,,波才,波才,Bō Cái,ハサイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,75,52,30,35,71,74,52,25,33,74,74,55,25,
馬日磾,翁叔,馬日磾,马日磾,Mǎ Rìdī,バジツテイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,59,60,72,22,56,61,69,,,,,,,,,,,,,,,,,,,
馬遵,,馬遵,马遵,Mǎ Zūn,バジュン,,,,,,,,,,,63,19,64,62,58,67,48,67,62,57,67,68,53,47,55,45,63,62,59,67,43,23,46,44,45,40,51,48,40,50,38,51,39,57,35,51,49,38,52,31,51,48,38,52,31,51,
馬謖,幼常,馬謖,马谡,Mǎ Sù,バショク,,,88,61,55,88,64,80,75,70,71,69,68,80,72,69,72,69,85,68,69,67,86,70,71,73,64,82,74,63,68,70,64,52,63,80,77,69,64,65,89,81,64,65,87,76,67,61,67,87,68,67,61,67,87,68,
馬岱,,馬岱,马岱,Mǎ Dài,バタイ,,,90,69,87,85,84,49,83,54,74,71,81,47,39,73,77,83,47,39,73,84,49,40,72,77,79,49,45,71,76,41,44,68,82,51,47,72,76,84,56,52,78,85,59,45,74,81,85,56,54,74,79,85,62,54,
馬忠 (蜀漢),德信,馬忠,马忠,Mǎ Zhōng,バチュウ,,,,,,,,,,,,,,,,,78,69,52,31,60,73,54,30,59,67,62,51,37,56,78,53,73,70,70,50,64,60,77,72,72,76,81,73,70,74,73,78,72,68,78,79,78,72,68,78,蜀武將。
馬忠 (東吳),,馬忠,马忠,Mǎ Zhōng,バチュウ,,,,,,,,52,56,53,55,42,57,52,47,48,54,58,51,44,47,60,51,40,45,61,68,51,50,34,64,38,37,33,64,42,36,41,68,74,66,42,66,71,60,35,38,67,77,64,36,38,,,,,吳潘璋部下。
馬超,孟起,馬超,马超,Mǎ Chāo,バチョウ,,,89,62,98,84,63,42,98,60,88,77,97,43,38,63,86,99,43,31,70,98,40,32,82,78,97,40,36,85,91,48,33,64,97,46,44,77,91,97,46,44,89,96,43,23,82,88,97,44,26,82,93,97,44,26,
馬鐵,,馬鉄,马铁,Mǎ Tiě,バテツ,,,79,56,68,82,26,36,60,51,57,21,62,37,30,52,58,63,36,29,54,68,36,27,58,71,60,31,34,55,59,52,49,50,64,52,53,65,70,64,60,56,71,66,60,47,59,70,62,56,52,62,70,62,58,52,
馬騰,壽成,馬騰,马腾,Mǎ Téng,バトウ,,,95,48,97,96,38,54,95,87,89,50,94,53,49,88,88,93,54,46,87,91,57,49,88,80,87,56,55,84,84,62,51,81,80,50,65,89,81,80,49,65,82,81,51,63,89,82,80,51,59,89,82,80,52,59,
馬邈,,馬邈,马邈,Mǎ Miǎo,ババク,,,,,,,,,,,,,,,,,54,33,32,49,26,41,40,47,18,,,,,,29,56,43,33,29,34,40,31,4,8,7,30,22,17,5,30,15,19,12,7,35,12,34,12,44,35,
馬隆,孝興,馬隆,马隆,Mǎ Lóng,バリュウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,75,72,71,,,,,,,,,,,,,,,
馬良,季常,馬良,马良,Mǎ Liáng,バリョウ,,,51,93,47,44,48,91,43,83,73,69,45,80,92,85,72,41,85,94,87,28,92,93,88,57,25,87,93,82,22,84,91,80,40,84,92,82,39,32,84,90,46,25,84,91,86,46,23,85,90,86,53,23,88,90,
萬彧,,万彧,万彧,Wàn Yù,バンイク,,,,,,,,,,,,,,,,,53,47,60,60,61,44,60,61,62,64,47,64,66,57,31,53,55,43,31,53,64,41,17,23,72,64,20,18,66,62,16,21,25,71,65,41,,,,,
范彊,,范彊,范彊,Fàn Qiáng,ハンキョウ,,,,,,,,37,41,26,41,14,56,36,22,25,,,,,,50,32,35,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,50,36,38,二代三代五代作「范疆」。
樊建,長元,樊建,樊建,Fán Jiàn,ハンケン,,,,,,,,,,,,,,,,,54,31,68,64,65,29,68,65,68,28,31,68,67,63,28,61,77,66,29,61,79,65,49,25,73,81,45,29,71,81,73,41,24,71,77,73,42,24,70,78,SAN12 家機版限定武將。
樊氏,,樊氏,樊氏,Fán Shì,ハンシ,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,22,72,69,76,23,22,73,69,
潘濬,承明,潘濬,潘濬,Pān Jùn,ハンシュン,,,,,,,,44,52,37,48,17,50,53,31,38,,,,,,12,67,73,40,41,22,67,79,19,46,64,80,62,43,60,75,38,63,16,68,85,69,27,67,88,21,61,18,67,82,21,61,18,68,82,
潘璋,文珪,潘璋,潘璋,Pān Zhāng,ハンショウ,,,87,29,65,72,74,37,74,54,72,40,75,38,29,56,69,78,39,28,54,79,40,23,50,66,74,35,33,41,78,41,42,21,77,54,37,33,78,80,66,21,77,78,69,34,7,76,80,70,28,12,76,80,74,28,
樊稠,,樊稠,樊稠,Fán Chóu,ハンチュウ,,,89,28,84,55,91,21,82,41,69,25,80,25,21,40,67,81,25,15,36,81,26,11,35,67,77,21,19,25,76,34,33,31,68,34,33,47,68,73,34,27,73,76,34,26,36,66,73,31,24,39,66,73,31,24,
樊能,,樊能,樊能,Fán Néng,ハンノウ,,,,,,,,,,,50,26,52,48,42,53,,,,,,,,,,,,,,,,,,,,,,,,,,,70,61,47,31,57,69,61,36,31,48,69,61,36,31,
潘鳳,,潘鳳,潘凤,Pān Fèng,ハンポウ,,,,,,,,16,74,16,70,23,77,19,10,20,65,79,18,14,23,75,19,25,25,61,75,17,36,20,68,18,32,48,77,18,32,46,59,77,2,12,57,77,4,15,25,56,77,4,14,25,56,77,4,14,
潘臨,,潘臨,潘临,Pān Lín,ハンリン,,山越,,,,,,,,,,,,,,,,,,,,,,,,38,68,31,39,44,,,,,,,,,,,,,66,79,8,19,31,,,,,,66,79,38,36,
費禕,文偉,費禕,费祎,Fèi Yī,ヒイ,,,71,79,17,51,49,83,24,82,23,6,25,75,82,85,38,17,75,88,82,55,77,96,81,72,26,73,97,80,28,86,94,84,28,82,88,80,74,22,83,92,73,29,84,94,83,77,30,83,92,83,77,30,83,92,十二代中文版誤植為「費褘（ㄏㄨㄟ）」。
卑衍,,卑衍,卑衍,Bēi Yǎn,ヒエン,,,,,,,,,,,72,70,71,57,49,65,72,71,56,50,65,69,54,46,61,66,65,53,52,52,61,49,43,54,66,42,40,54,66,70,18,33,63,66,20,29,54,60,66,21,30,46,60,66,21,30,
費觀,,費観,费观,Fèi Guān,ヒカン,,,,,,,,44,57,46,49,18,58,45,41,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
費棧,,費桟,费栈,Fèi Zhàn,ヒサン,,山越,,,,,,,,,,,,,,,,,,,,,,,,42,71,44,39,47,,,,,,,,,,,,,,,,,,,,,,,60,71,51,44,
費詩,公舉,費詩,费诗,Fèi Shī,ヒシ,,,,,,,,57,31,49,22,9,30,54,63,56,18,30,54,64,56,25,57,67,59,18,36,61,71,54,28,53,60,63,27,61,74,63,,,,,14,28,63,69,65,15,28,64,74,66,18,28,65,74,
糜氏,,糜氏,糜氏,Mí Shì,ビシ,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,6,66,70,79,22,6,67,70,
糜竺,子仲,糜竺,糜竺,Mí Zhú,ビジク,,,88,76,34,52,77,78,41,77,36,15,40,64,78,78,35,40,65,78,80,30,66,79,81,26,30,65,76,78,26,61,83,77,48,62,83,81,32,39,71,83,24,30,72,83,82,33,29,77,83,85,33,29,78,83,
畢軌,昭先,畢軌,毕轨,Bì Guǐ,ヒツキ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,36,72,63,,,,,,,,,,,,,,,
糜芳,子方,糜芳,糜芳,Mí Fāng,ビホウ,,,93,39,85,36,65,23,61,13,59,21,63,25,18,10,60,66,24,19,22,68,40,16,22,58,65,37,18,19,62,36,26,18,62,36,28,34,55,56,31,25,57,62,31,27,18,54,61,32,23,23,54,61,32,23,
費耀,,費耀,费耀,Fèi Yào,ヒヨウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,75,56,67,76,64,78,67,70,65,73,61,67,70,66,73,62,67,70,66,73,62,
武安國,,武安国,武安国,Wǔ Ānguó,ブアンコク,,,,,,,,20,68,17,59,32,67,22,16,18,55,69,21,18,21,70,20,19,23,51,73,18,21,19,67,23,24,20,74,33,24,29,51,75,8,17,68,84,43,33,27,67,83,34,33,36,70,83,34,33,
馮習,休元,馮習,冯习,Féng Xí,フウシュウ,,,,,,,,,,,,,,,,,61,60,40,41,51,70,40,21,61,36,64,44,34,53,70,61,43,48,72,52,45,66,71,73,38,42,73,66,40,42,64,72,71,39,41,62,72,71,39,41,
馮紞,少冑,馮紞,冯紞,Féng Dǎn,フウタン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,71,64,,,,,,,,,,,,,,,
傅嬰,,傅嬰,傅婴,Fù Yīng,フエイ,,,,,,,,,,,74,71,71,55,42,65,74,68,58,44,63,68,60,41,62,61,60,59,53,52,52,38,41,40,52,42,43,46,,,,,,,,,,,,,,,,,,,
傅嘏,蘭石,傅嘏,傅嘏,Fù Gǔ,フカ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,36,82,88,44,36,85,92,69,44,35,81,82,70,,,,,
傅幹,,傅幹,傅干,Fù Gàn,フカン,,,76,81,28,20,72,76,48,55,38,19,44,69,78,59,40,44,65,79,60,34,74,71,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
伏完,,伏完,伏完,Fú Wán,フクカン,,,,,,,,,,,,,,,,,,,,,,,,,,42,21,74,65,84,20,62,60,58,19,58,60,60,,,,,,,,,,,,,,,,,,,
苻健,,苻健,苻健,Fú Jiàn,フケン,,氐,,,,,,,,,,,,,,,,,,,,,,,,39,71,45,36,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
傅士仁,君義,傅士仁,傅士仁,Fù Shìrén,フシジン,,,69,25,52,21,30,59,32,20,52,20,58,38,32,17,,,,,,60,48,31,14,54,59,51,49,14,53,36,38,20,58,34,36,20,41,63,38,23,42,61,28,19,12,46,63,37,24,20,46,63,37,24,
傅僉,,傅僉,傅佥,Fù Qiān,フセン,,,,,,,,,,,,,,,,,68,81,45,46,62,82,47,36,46,61,74,45,50,62,68,42,45,44,77,51,42,58,75,83,71,45,75,82,73,42,55,73,85,72,46,62,73,85,76,46,
傅巽,公悌,傅巽,傅巽,Fù Xùn,フソン,,,,,,,,,,,39,18,43,66,75,58,35,43,67,74,53,33,69,79,67,24,43,68,78,59,29,71,67,36,29,69,71,46,16,13,70,71,13,10,70,71,45,14,13,69,72,46,29,13,70,72,
傅彤,,傅彤,傅彤,Fù Tóng,フトウ,,,,,,,,67,68,67,63,24,69,67,61,69,62,70,66,60,69,72,67,56,69,58,69,69,63,68,63,54,46,32,69,42,45,59,67,72,42,41,65,72,46,47,63,66,72,46,42,63,,,,,
文鴦,,文鴦,文鸯,Wén Yāng,ブンオウ,,,,,,,,,,,,,,,,,73,81,41,40,56,91,42,39,60,71,91,46,44,57,74,66,46,58,83,52,44,65,75,90,64,45,78,91,61,43,68,76,91,60,32,63,76,91,65,32,
文欽,仲若,文欽,文钦,Wén Qīn,ブンキン,,,,,,,,27,81,59,74,29,80,30,21,61,74,81,39,36,55,83,45,36,42,76,77,43,40,43,76,61,41,31,78,43,41,45,76,82,56,33,74,83,43,32,18,74,83,43,34,22,74,83,43,34,
文虎,,文虎,文虎,Wén Hǔ,ブンコ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,46,43,55,66,73,43,28,65,74,45,32,58,66,72,45,30,58,,,,,
文醜,,文醜,文丑,Wén Chǒu,ブンシュウ,,,95,18,95,57,78,18,91,57,86,72,91,19,10,56,85,96,20,12,57,97,25,12,67,72,94,25,20,65,91,19,23,51,95,29,26,49,82,95,25,24,82,95,24,23,47,78,94,25,25,38,89,93,47,34,
文聘,仲業,文聘,文聘,Wén Pìn,ブンペイ,,,88,22,84,64,83,21,84,44,78,71,84,24,18,65,77,84,23,15,56,82,43,65,66,70,77,43,71,66,77,53,61,65,84,62,61,72,78,84,67,65,82,84,62,66,70,86,82,66,69,72,80,82,69,69,
卞喜,,卞喜,卞喜,Biàn Xǐ,ベンキ,,,,,,,,,,,64,23,67,58,54,42,,,,,,70,28,36,37,65,65,27,39,26,57,42,21,24,66,45,32,24,57,68,64,45,52,70,62,38,10,56,70,59,37,24,56,70,62,37,
卞氏,,卞氏,卞氏,Biàn Shì,ベンシ,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,24,74,76,87,36,24,75,76,
邊章,,辺章,边章,Biān Zhāng,ヘンショウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,56,47,60,,,,,,,,,,,,,,,,,,,
方悅,,方悦,方悦,Fāng Yuè,ホウエツ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,49,56,61,68,74,50,52,58,82,28,17,23,68,80,44,46,55,,,,,
龐娥,,龐娥,庞娥,Páng É,ホウガ,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,76,74,70,78,,,,,SAN11 家機版限定武將。
龐會,,龐会,庞会,Páng Huì,ホウカイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,52,49,64,70,73,48,46,68,75,45,44,61,69,75,49,42,52,69,75,49,42,
忙牙長,,忙牙長,忙牙长,Máng Yácháng,ボウガチョウ,,南蠻,,,,,,,,,,,,,,,61,69,14,20,18,68,24,18,17,29,64,20,35,17,65,16,20,18,75,12,20,21,62,78,6,5,46,78,3,3,14,45,79,3,2,9,45,79,3,2,
逢紀,元圖,逢紀,逢纪,Féng Jì,ホウキ,,,,,,,,80,70,50,66,62,54,82,64,52,65,53,83,65,53,60,85,61,61,68,52,80,69,58,36,80,67,41,30,82,68,42,16,19,83,69,27,22,84,69,36,27,21,84,70,39,43,21,84,70,
龐羲,,龐羲,庞羲,Páng Xī,ホウギ,,,,,,,,73,34,67,30,12,35,61,72,69,31,29,60,73,68,27,55,72,68,25,33,59,74,64,61,63,65,58,61,64,72,60,64,42,66,72,59,38,69,74,65,60,38,68,74,57,60,38,69,74,五代誤植為「龐義」。
鮑三娘,,鮑三娘,鲍三娘,Bào Sānniáng,ホウサンジョウ,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,83,56,36,75,72,83,56,36,
龐柔,,龐柔,庞柔,Páng Róu,ホウジュウ,,,,,,,,56,66,33,63,21,68,54,48,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鮑信,,鮑信,鲍信,Bào Xìn,ホウシン,,,74,16,38,16,17,30,42,41,38,19,59,30,20,39,,,,,,,,,,,,,,,49,83,63,78,64,68,72,79,72,64,79,73,78,60,83,73,82,77,67,81,73,78,,,,,
法正,孝直,法正,法正,Fǎ Zhèng,ホウセイ,,,78,87,44,71,34,86,53,78,66,65,52,87,78,80,74,45,84,87,80,50,94,89,67,81,29,93,83,64,76,94,84,61,56,94,84,60,81,48,95,75,79,53,95,82,51,82,47,94,78,55,82,47,94,78,
鮑忠,,鮑忠,鲍忠,Bào Zhōng,ホウチュウ,,,,,,,,,,,60,25,72,46,37,48,,,,,,,,,,,,,,,,,,,74,44,47,56,,,,,,,,,,,,,,,,,,,
芒中,,芒中,芒中,Máng Zhōng,ボウチュウ,,羌,,,,,,,,,,,,,,,,,,,,,,,,47,77,56,39,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
龐統,士元,龐統,庞统,Páng Tǒng,ホウトウ,,,74,98,71,78,23,98,61,87,88,77,60,98,82,88,90,60,98,86,83,56,98,86,85,86,41,97,89,80,71,95,90,73,48,98,94,68,80,15,98,84,78,36,97,83,69,78,34,97,85,69,85,34,97,85,
龐德,令明,龐徳,庞德,Páng Dé,ホウトク,,,88,87,44,71,32,64,94,71,81,71,94,65,58,70,82,96,71,35,70,97,70,41,72,76,90,67,58,70,89,58,51,61,92,63,46,71,75,94,72,48,79,93,71,50,70,80,94,70,44,70,89,94,75,44,
鮑隆,,鮑隆,鲍隆,Bào Lóng,ホウリュウ,,,85,27,45,27,32,40,68,50,62,20,70,39,28,47,61,70,39,27,45,66,26,27,32,53,74,20,31,28,59,53,33,27,74,32,26,29,63,74,41,20,58,75,42,19,23,58,76,49,23,30,58,76,49,23,
步協,,歩協,步协,Bù Xié,ホキョウ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,48,74,58,73,53,75,65,67,71,49,69,63,67,,,,,
北宮玉,,北宮玉,北宫玉,Běigōng Yù,ホクキュウギョク,,羌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,49,40,51,,,,,,,,,,,,,,,,,,,
穆順,,穆順,穆顺,Mù Shùn,ボクジュン,,,,,,,,,,,,,,,,,,,,,,,,,,17,21,68,71,23,64,36,37,26,76,28,38,30,55,76,13,23,52,77,14,18,25,52,77,11,21,20,52,77,11,21,
濮陽興,子元,濮陽興,濮阳兴,Púyáng Xīng,ボクヨウコウ,,,,,,,,,,,,,,,,,63,57,71,83,65,52,71,81,68,58,51,71,79,67,64,68,74,73,56,63,76,70,34,32,72,74,37,37,70,76,72,37,32,70,72,59,,,,,
木鹿大王,,木鹿大王,木鹿大王,Mùlù Dàiwáng,ボクロクダイオウ,,南蠻,,,,,,,,,,,,,,,61,79,27,31,43,74,61,31,45,58,71,65,31,37,70,18,16,45,72,33,16,37,54,72,33,6,66,72,23,5,30,65,71,39,6,32,65,71,39,6,
步騭,子山,歩隲,步骘,Bù Zhì,ホシツ,,,71,73,44,48,90,75,27,75,20,11,25,65,74,72,25,20,84,71,72,25,83,76,71,58,28,77,78,69,68,81,79,66,58,81,83,73,77,56,81,89,80,52,83,86,70,72,51,84,86,70,72,51,84,86,
步闡,,歩闡,步阐,Bù Chǎn,ホセン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,64,72,61,68,60,72,63,61,71,60,71,64,62,,,,,
步度根,,歩度根,步度根,Bù Dùgēn,ホドコン,,鮮卑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,73,50,49,61,,,,,,64,73,50,49,
步練師,,歩練師,步练师,Bù Liànshī,ホレンシ,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,10,64,72,
